month,day,hour,precipitation_mm,water_input_m3
5,15,12,0.11,24321
5,15,13,0.07,16797
5,15,14,0.05,12152
5,15,15,0.02,5023
5,15,16,0.02,4969
5,15,17,0.07,15041
5,15,18,0.05,11533
5,15,19,0.13,28426
5,15,20,0.13,29729
5,15,21,0.05,11641
5,15,22,0.05,10648
5,15,23,0.09,20940
5,16,0,0.08,17016
5,16,1,0.08,17476
5,16,2,0.02,3955
5,16,3,0.02,4290
5,16,4,0.01,1623
5,16,5,0.0,1012
5,16,6,0.03,5650
5,16,7,0.05,11083
5,16,8,0.13,28694
5,16,9,0.1,21801
5,16,10,0.17,39042
5,16,11,0.13,29163
5,16,12,0.1,23605
5,16,13,0.1,21450
5,16,14,0.07,14817
5,16,15,0.05,10554
5,16,16,0.02,5291
5,16,17,0.04,8365
5,16,18,0.1,21995
5,16,19,0.16,36886
5,16,20,0.1,22334
5,16,21,0.08,17158
5,16,22,0.04,7876
5,16,23,0.1,21936
5,17,0,0.09,19784
5,17,1,0.07,15117
5,17,2,0.02,5295
5,17,3,0.01,3072
5,17,4,0.01,1794
5,17,5,0.0,985
5,17,6,0.02,4814
5,17,7,0.05,10609
5,17,8,0.15,33121
5,17,9,0.21,48050
5,17,10,0.12,26154
5,17,11,0.16,36337
5,17,12,0.12,26310
5,17,13,0.08,17532
5,17,14,0.06,13840
5,17,15,0.05,11587
5,17,16,0.02,5323
5,17,17,0.05,10254
5,17,18,0.03,7835
5,17,19,0.15,33087
5,17,20,0.06,14477
5,17,21,0.1,23338
5,17,22,0.04,9338
5,17,23,0.07,16065
5,18,0,0.06,14301
5,18,1,0.04,9445
5,18,2,0.04,9191
5,18,3,0.01,1283
5,18,4,0.01,2238
5,18,5,0.0,920
5,18,6,0.02,3553
5,18,7,0.04,9922
5,18,8,0.17,38515
5,18,9,0.14,31087
5,18,10,0.11,24143
5,18,11,0.15,34857
5,18,12,0.1,22078
5,18,13,0.06,12985
5,18,14,0.06,14305
5,18,15,0.03,7568
5,18,16,0.04,8652
5,18,17,0.06,12878
5,18,18,0.09,19219
5,18,19,0.13,29594
5,18,20,0.15,34204
5,18,21,0.08,16961
5,18,22,0.03,7170
5,18,23,0.08,18869
5,19,0,0.11,25809
5,19,1,0.03,7596
5,19,2,0.03,6172
5,19,3,0.02,3746
5,19,4,0.01,1673
5,19,5,0.0,640
5,19,6,0.03,6516
5,19,7,0.1,21441
5,19,8,0.13,28471
5,19,9,0.14,31509
5,19,10,0.09,20788
5,19,11,0.13,28891
5,19,12,0.12,25973
5,19,13,0.08,18978
5,19,14,0.06,13562
5,19,15,0.04,8678
5,19,16,0.02,4932
5,19,17,0.05,12302
5,19,18,0.09,20838
5,19,19,0.07,16652
5,19,20,0.15,33187
5,19,21,0.09,19397
5,19,22,0.06,13739
5,19,23,0.05,11271
5,20,0,0.05,11171
5,20,1,0.04,9799
5,20,2,0.03,7638
5,20,3,0.02,4916
5,20,4,0.01,1996
5,20,5,0.0,797
5,20,6,0.02,3783
5,20,7,0.08,17743
5,20,8,0.09,20595
5,20,9,0.25,57284
5,20,10,0.14,31513
5,20,11,0.17,37932
5,20,12,0.11,23810
5,20,13,0.07,16382
5,20,14,0.05,11808
5,20,15,0.04,9310
5,20,16,0.03,7512
5,20,17,0.05,10374
5,20,18,0.06,14445
5,20,19,0.12,26016
5,20,20,0.11,24214
5,20,21,0.04,7935
5,20,22,0.05,11343
5,20,23,0.06,12808
5,21,0,0.05,12072
5,21,1,0.03,5884
5,21,2,0.02,3742
5,21,3,0.01,2243
5,21,4,0.01,1396
5,21,5,0.01,1262
5,21,6,0.02,4420
5,21,7,0.06,14173
5,21,8,0.13,29858
5,21,9,0.19,42044
5,21,10,0.15,33269
5,21,11,0.08,19030
5,21,12,0.12,27739
5,21,13,0.11,24626
5,21,14,0.03,7862
5,21,15,0.03,7572
5,21,16,0.03,6310
5,21,17,0.03,7723
5,21,18,0.08,19108
5,21,19,0.1,22199
5,21,20,0.16,36602
5,21,21,0.1,22011
5,21,22,0.05,10718
5,21,23,0.09,21318
5,22,0,0.1,21652
5,22,1,0.04,8743
5,22,2,0.02,5401
5,22,3,0.02,3459
5,22,4,0.01,2062
5,22,5,0.0,878
5,22,6,0.01,3083
5,22,7,0.05,10847
5,22,8,0.12,26638
5,22,9,0.18,39940
5,22,10,0.23,50655
5,22,11,0.08,17736
5,22,12,0.1,22928
5,22,13,0.1,23278
5,22,14,0.09,21276
5,22,15,0.04,9149
5,22,16,0.03,7619
5,22,17,0.05,11627
5,22,18,0.08,17792
5,22,19,0.12,26470
5,22,20,0.12,26336
5,22,21,0.03,6224
5,22,22,0.05,11913
5,22,23,0.08,17498
5,23,0,0.07,16019
5,23,1,0.07,15386
5,23,2,0.03,5640
5,23,3,0.01,3051
5,23,4,0.01,2541
5,23,5,0.0,672
5,23,6,0.02,4389
5,23,7,0.06,13071
5,23,8,0.15,32845
5,23,9,0.19,42825
5,23,10,0.1,22962
5,23,11,0.1,23529
5,23,12,0.08,17264
5,23,13,0.07,16635
5,23,14,0.07,15015
5,23,15,0.05,11242
5,23,16,0.02,3772
5,23,17,0.06,12885
5,23,18,0.08,18034
5,23,19,0.16,36534
5,23,20,0.12,26385
5,23,21,0.1,21633
5,23,22,0.05,11365
5,23,23,0.1,22672
5,24,0,0.09,19177
5,24,1,0.04,9928
5,24,2,0.05,10640
5,24,3,0.02,4147
5,24,4,0.01,1940
5,24,5,0.0,578
5,24,6,0.02,3450
5,24,7,0.06,14563
5,24,8,0.13,28128
5,24,9,0.15,34460
5,24,10,0.16,35121
5,24,11,0.17,37919
5,24,12,0.11,23894
5,24,13,0.05,12124
5,24,14,0.06,13192
5,24,15,0.04,8129
5,24,16,0.03,6127
5,24,17,0.04,9125
5,24,18,0.07,14937
5,24,19,0.08,18624
5,24,20,0.1,22990
5,24,21,0.06,14585
5,24,22,0.01,2724
5,24,23,0.11,25669
5,25,0,0.1,21580
5,25,1,0.04,9220
5,25,2,0.03,6817
5,25,3,0.01,2399
5,25,4,0.01,2415
5,25,5,0.01,1250
5,25,6,0.02,5288
5,25,7,0.08,17042
5,25,8,0.13,28330
5,25,9,0.12,27106
5,25,10,0.14,30433
5,25,11,0.12,28035
5,25,12,0.08,18042
5,25,13,0.07,16035
5,25,14,0.06,13260
5,25,15,0.04,9972
5,25,16,0.03,6874
5,25,17,0.03,7479
5,25,18,0.06,13922
5,25,19,0.08,18424
5,25,20,0.13,29553
5,25,21,0.04,8033
5,25,22,0.06,13113
5,25,23,0.1,22842
5,26,0,0.07,15681
5,26,1,0.02,3554
5,26,2,0.03,6172
5,26,3,0.01,3338
5,26,4,0.01,1268
5,26,5,0.0,739
5,26,6,0.03,7036
5,26,7,0.07,15826
5,26,8,0.09,20867
5,26,9,0.11,24451
5,26,10,0.14,31152
5,26,11,0.11,25692
5,26,12,0.1,22880
5,26,13,0.07,14693
5,26,14,0.07,15305
5,26,15,0.07,15101
5,26,16,0.04,8168
5,26,17,0.04,10055
5,26,18,0.07,16186
5,26,19,0.11,24720
5,26,20,0.14,30757
5,26,21,0.06,14302
5,26,22,0.05,10293
5,26,23,0.08,17180
5,27,0,0.07,14835
5,27,1,0.03,6685
5,27,2,0.03,7333
5,27,3,0.01,3341
5,27,4,0.01,1908
5,27,5,0.0,735
5,27,6,0.03,6642
5,27,7,0.05,10596
5,27,8,0.17,38757
5,27,9,0.1,22924
5,27,10,0.17,37613
5,27,11,0.13,30366
5,27,12,0.07,16307
5,27,13,0.08,18762
5,27,14,0.08,17911
5,27,15,0.02,4537
5,27,16,0.03,7638
5,27,17,0.02,3834
5,27,18,0.06,12868
5,27,19,0.17,38194
5,27,20,0.09,20294
5,27,21,0.05,11985
5,27,22,0.04,9674
5,27,23,0.11,25732
5,28,0,0.04,9195
5,28,1,0.03,7503
5,28,2,0.04,9325
5,28,3,0.02,4968
5,28,4,0.01,1652
5,28,5,0.0,585
5,28,6,0.03,7755
5,28,7,0.08,18979
5,28,8,0.14,31747
5,28,9,0.14,32442
5,28,10,0.15,33510
5,28,11,0.12,26052
5,28,12,0.1,22039
5,28,13,0.1,23116
5,28,14,0.07,16554
5,28,15,0.03,7436
5,28,16,0.04,9120
5,28,17,0.05,10974
5,28,18,0.09,19876
5,28,19,0.16,37091
5,28,20,0.08,17148
5,28,21,0.07,16811
5,28,22,0.04,8825
5,28,23,0.05,10314
5,29,0,0.08,18433
5,29,1,0.07,16568
5,29,2,0.02,3664
5,29,3,0.01,3365
5,29,4,0.01,1968
5,29,5,0.0,874
5,29,6,0.02,4945
5,29,7,0.04,9162
5,29,8,0.13,28720
5,29,9,0.15,33008
5,29,10,0.07,15352
5,29,11,0.16,35246
5,29,12,0.11,25232
5,29,13,0.08,17182
5,29,14,0.06,14347
5,29,15,0.06,12911
5,29,16,0.03,7166
5,29,17,0.06,12478
5,29,18,0.07,15701
5,29,19,0.16,36042
5,29,20,0.11,25652
5,29,21,0.08,17786
5,29,22,0.03,6946
5,29,23,0.08,18180
5,30,0,0.06,13435
5,30,1,0.04,8554
5,30,2,0.02,5402
5,30,3,0.01,2488
5,30,4,0.01,2597
5,30,5,0.01,1130
5,30,6,0.03,7532
5,30,7,0.04,9421
5,30,8,0.12,27624
5,30,9,0.12,27546
5,30,10,0.12,28025
5,30,11,0.09,20911
5,30,12,0.12,26663
5,30,13,0.07,15282
5,30,14,0.08,17195
5,30,15,0.05,11715
5,30,16,0.05,10693
5,30,17,0.03,6413
5,30,18,0.1,22303
5,30,19,0.16,34919
5,30,20,0.08,17969
5,30,21,0.09,21234
5,30,22,0.05,11033
5,30,23,0.07,15998
5,31,0,0.06,13469
5,31,1,0.04,8348
5,31,2,0.05,10262
5,31,3,0.02,3393
5,31,4,0.01,2028
5,31,5,0.0,680
5,31,6,0.02,4097
5,31,7,0.08,17241
5,31,8,0.08,17983
5,31,9,0.16,36485
5,31,10,0.15,34214
5,31,11,0.12,27896
5,31,12,0.09,19444
5,31,13,0.08,18641
5,31,14,0.07,15921
5,31,15,0.05,12047
5,31,16,0.02,5113
5,31,17,0.04,9455
5,31,18,0.1,22029
5,31,19,0.15,33211
5,31,20,0.07,15597
5,31,21,0.08,18453
5,31,22,0.02,5144
5,31,23,0.08,17162
6,1,0,0.07,15258
6,1,1,0.02,4738
6,1,2,0.01,3276
6,1,3,0.01,2465
6,1,4,0.0,636
6,1,5,0.0,436
6,1,6,0.02,3567
6,1,7,0.03,6966
6,1,8,0.07,15581
6,1,9,0.13,29457
6,1,10,0.1,22878
6,1,11,0.08,17662
6,1,12,0.05,11365
6,1,13,0.05,11306
6,1,14,0.04,8023
6,1,15,0.03,6920
6,1,16,0.02,3625
6,1,17,0.03,5926
6,1,18,0.03,7787
6,1,19,0.07,16412
6,1,20,0.05,11550
6,1,21,0.03,7466
6,1,22,0.03,6610
6,1,23,0.05,10899
6,2,0,0.05,12374
6,2,1,0.02,5540
6,2,2,0.02,4562
6,2,3,0.01,2355
6,2,4,0.01,1150
6,2,5,0.0,411
6,2,6,0.01,3220
6,2,7,0.04,9032
6,2,8,0.07,16587
6,2,9,0.05,11881
6,2,10,0.1,21527
6,2,11,0.11,25716
6,2,12,0.05,11300
6,2,13,0.04,8465
6,2,14,0.04,9051
6,2,15,0.03,6694
6,2,16,0.02,5374
6,2,17,0.02,4256
6,2,18,0.05,12240
6,2,19,0.08,19001
6,2,20,0.06,13973
6,2,21,0.05,11225
6,2,22,0.03,7807
6,2,23,0.06,12605
6,3,0,0.03,7391
6,3,1,0.03,7482
6,3,2,0.02,4072
6,3,3,0.01,2107
6,3,4,0.0,1054
6,3,5,0.0,498
6,3,6,0.02,4029
6,3,7,0.04,8105
6,3,8,0.05,11923
6,3,9,0.1,22393
6,3,10,0.1,21621
6,3,11,0.1,21645
6,3,12,0.06,14290
6,3,13,0.04,8148
6,3,14,0.06,13422
6,3,15,0.03,6620
6,3,16,0.02,5459
6,3,17,0.03,5973
6,3,18,0.05,11728
6,3,19,0.09,20032
6,3,20,0.08,18900
6,3,21,0.06,13084
6,3,22,0.03,7563
6,3,23,0.04,9533
6,4,0,0.04,8869
6,4,1,0.03,6725
6,4,2,0.02,5105
6,4,3,0.01,1954
6,4,4,0.01,1310
6,4,5,0.0,705
6,4,6,0.01,2393
6,4,7,0.03,6547
6,4,8,0.07,15976
6,4,9,0.12,26746
6,4,10,0.08,17982
6,4,11,0.1,22155
6,4,12,0.06,13734
6,4,13,0.05,10450
6,4,14,0.02,5307
6,4,15,0.02,4167
6,4,16,0.02,4430
6,4,17,0.01,2899
6,4,18,0.06,12968
6,4,19,0.07,15903
6,4,20,0.12,26234
6,4,21,0.07,16319
6,4,22,0.03,5927
6,4,23,0.04,10073
6,5,0,0.06,12924
6,5,1,0.04,8853
6,5,2,0.01,2444
6,5,3,0.01,1145
6,5,4,0.0,874
6,5,5,0.0,593
6,5,6,0.02,3490
6,5,7,0.05,10493
6,5,8,0.05,11591
6,5,9,0.05,10455
6,5,10,0.11,25136
6,5,11,0.06,13129
6,5,12,0.03,6152
6,5,13,0.05,10724
6,5,14,0.04,9920
6,5,15,0.03,6020
6,5,16,0.02,3666
6,5,17,0.03,5962
6,5,18,0.04,9390
6,5,19,0.05,10977
6,5,20,0.05,11899
6,5,21,0.05,11697
6,5,22,0.03,6708
6,5,23,0.05,10783
6,6,0,0.03,7774
6,6,1,0.03,5927
6,6,2,0.01,1886
6,6,3,0.01,2162
6,6,4,0.01,1404
6,6,5,0.0,327
6,6,6,0.01,2650
6,6,7,0.04,8960
6,6,8,0.1,21743
6,6,9,0.1,22053
6,6,10,0.08,17115
6,6,11,0.04,8407
6,6,12,0.06,12739
6,6,13,0.07,15631
6,6,14,0.04,8853
6,6,15,0.03,6174
6,6,16,0.02,4473
6,6,17,0.03,6192
6,6,18,0.04,8245
6,6,19,0.09,19965
6,6,20,0.07,15305
6,6,21,0.05,10394
6,6,22,0.02,4695
6,6,23,0.06,13721
6,7,0,0.05,12068
6,7,1,0.02,5351
6,7,2,0.02,5176
6,7,3,0.01,1812
6,7,4,0.0,833
6,7,5,0.0,419
6,7,6,0.01,1730
6,7,7,0.04,9255
6,7,8,0.04,8978
6,7,9,0.08,17209
6,7,10,0.04,9957
6,7,11,0.07,16201
6,7,12,0.05,11951
6,7,13,0.04,9503
6,7,14,0.03,6121
6,7,15,0.02,4389
6,7,16,0.02,4620
6,7,17,0.02,5354
6,7,18,0.05,11167
6,7,19,0.06,12893
6,7,20,0.07,15143
6,7,21,0.06,13720
6,7,22,0.03,7119
6,7,23,0.04,9281
6,8,0,0.05,11014
6,8,1,0.03,5835
6,8,2,0.02,4147
6,8,3,0.01,1901
6,8,4,0.0,992
6,8,5,0.0,545
6,8,6,0.01,2334
6,8,7,0.03,6176
6,8,8,0.05,10810
6,8,9,0.07,14900
6,8,10,0.06,14398
6,8,11,0.08,17217
6,8,12,0.04,9646
6,8,13,0.05,11677
6,8,14,0.04,8350
6,8,15,0.01,3153
6,8,16,0.02,4817
6,8,17,0.03,7468
6,8,18,0.03,7777
6,8,19,0.08,18297
6,8,20,0.05,11385
6,8,21,0.05,10601
6,8,22,0.02,4246
6,8,23,0.03,5709
6,9,0,0.04,9358
6,9,1,0.03,6017
6,9,2,0.02,3728
6,9,3,0.01,1457
6,9,4,0.0,931
6,9,5,0.0,552
6,9,6,0.01,3070
6,9,7,0.04,8656
6,9,8,0.06,13783
6,9,9,0.14,32111
6,9,10,0.06,14611
6,9,11,0.08,18575
6,9,12,0.07,16087
6,9,13,0.05,11592
6,9,14,0.03,7859
6,9,15,0.02,5389
6,9,16,0.02,5212
6,9,17,0.02,4000
6,9,18,0.03,7839
6,9,19,0.07,14912
6,9,20,0.08,18970
6,9,21,0.05,11331
6,9,22,0.02,4706
6,9,23,0.04,9546
6,10,0,0.04,8759
6,10,1,0.02,5107
6,10,2,0.02,5152
6,10,3,0.01,1360
6,10,4,0.01,1451
6,10,5,0.0,625
6,10,6,0.02,3951
6,10,7,0.03,7321
6,10,8,0.07,15937
6,10,9,0.07,15938
6,10,10,0.08,17982
6,10,11,0.08,18601
6,10,12,0.07,16442
6,10,13,0.03,7484
6,10,14,0.03,7522
6,10,15,0.03,5974
6,10,16,0.01,2695
6,10,17,0.03,7127
6,10,18,0.04,8475
6,10,19,0.07,15749
6,10,20,0.06,12851
6,10,21,0.04,8306
6,10,22,0.03,6198
6,10,23,0.04,9791
6,11,0,0.04,9386
6,11,1,0.02,5078
6,11,2,0.02,4470
6,11,3,0.01,2925
6,11,4,0.0,1071
6,11,5,0.0,646
6,11,6,0.01,2026
6,11,7,0.04,8605
6,11,8,0.05,12015
6,11,9,0.07,15666
6,11,10,0.07,16871
6,11,11,0.1,21491
6,11,12,0.07,15367
6,11,13,0.05,10977
6,11,14,0.02,5106
6,11,15,0.03,5904
6,11,16,0.02,4452
6,11,17,0.03,6481
6,11,18,0.02,5578
6,11,19,0.06,12872
6,11,20,0.06,14256
6,11,21,0.05,11736
6,11,22,0.01,2800
6,11,23,0.04,9929
6,12,0,0.05,10718
6,12,1,0.03,7528
6,12,2,0.02,4856
6,12,3,0.01,2371
6,12,4,0.0,828
6,12,5,0.0,271
6,12,6,0.01,2799
6,12,7,0.05,10352
6,12,8,0.1,22325
6,12,9,0.13,29248
6,12,10,0.1,22918
6,12,11,0.08,18129
6,12,12,0.05,10692
6,12,13,0.04,10012
6,12,14,0.05,11733
6,12,15,0.02,4746
6,12,16,0.03,5810
6,12,17,0.03,5709
6,12,18,0.06,13777
6,12,19,0.05,10734
6,12,20,0.07,16610
6,12,21,0.04,8442
6,12,22,0.02,4012
6,12,23,0.05,10914
6,13,0,0.06,12960
6,13,1,0.02,4897
6,13,2,0.01,2588
6,13,3,0.01,2022
6,13,4,0.0,1012
6,13,5,0.0,588
6,13,6,0.02,3841
6,13,7,0.04,8156
6,13,8,0.11,24238
6,13,9,0.12,26228
6,13,10,0.08,18904
6,13,11,0.04,9887
6,13,12,0.05,11603
6,13,13,0.04,9478
6,13,14,0.05,10266
6,13,15,0.03,6927
6,13,16,0.01,2919
6,13,17,0.03,6476
6,13,18,0.05,12086
6,13,19,0.1,22882
6,13,20,0.08,17702
6,13,21,0.05,12317
6,13,22,0.03,6302
6,13,23,0.05,11353
6,14,0,0.06,13581
6,14,1,0.02,4140
6,14,2,0.02,3778
6,14,3,0.01,1670
6,14,4,0.01,1133
6,14,5,0.0,677
6,14,6,0.01,2641
6,14,7,0.01,3332
6,14,8,0.07,14851
6,14,9,0.14,30508
6,14,10,0.1,23478
6,14,11,0.08,18330
6,14,12,0.05,11549
6,14,13,0.03,7039
6,14,14,0.04,9345
6,14,15,0.02,4914
6,14,16,0.03,6399
6,14,17,0.03,7095
6,14,18,0.04,8846
6,14,19,0.06,14027
6,14,20,0.06,14151
6,14,21,0.04,9729
6,14,22,0.04,7943
6,14,23,0.05,10831
6,15,0,0.04,8456
6,15,1,0.04,9143
6,15,2,0.02,4190
6,15,3,0.01,2467
6,15,4,0.0,877
6,15,5,0.0,564
6,15,6,0.01,3346
6,15,7,0.02,4368
6,15,8,0.11,24899
6,15,9,0.15,32850
6,15,10,0.08,18641
6,15,11,0.05,11995
6,15,12,0.06,13497
6,15,13,0.05,10573
6,15,14,0.04,9015
6,15,15,0.03,6506
6,15,16,0.02,4663
6,15,17,0.04,8456
6,15,18,0.05,11818
6,15,19,0.05,12212
6,15,20,0.09,19423
6,15,21,0.06,14593
6,15,22,0.05,11102
6,15,23,0.03,7442
6,16,0,0.05,10977
6,16,1,0.01,2977
6,16,2,0.02,4712
6,16,3,0.01,1786
6,16,4,0.01,1532
6,16,5,0.0,417
6,16,6,0.01,1793
6,16,7,0.03,7303
6,16,8,0.04,8380
6,16,9,0.13,29500
6,16,10,0.04,10012
6,16,11,0.07,16675
6,16,12,0.03,5967
6,16,13,0.04,9520
6,16,14,0.05,11680
6,16,15,0.03,6769
6,16,16,0.01,3246
6,16,17,0.03,6161
6,16,18,0.05,10395
6,16,19,0.08,18514
6,16,20,0.04,9537
6,16,21,0.05,11881
6,16,22,0.01,2011
6,16,23,0.04,8719
6,17,0,0.04,9085
6,17,1,0.03,7192
6,17,2,0.02,4163
6,17,3,0.01,1342
6,17,4,0.0,780
6,17,5,0.0,543
6,17,6,0.01,3043
6,17,7,0.03,7080
6,17,8,0.06,14567
6,17,9,0.13,29158
6,17,10,0.08,18018
6,17,11,0.07,16193
6,17,12,0.09,19155
6,17,13,0.03,6665
6,17,14,0.02,4446
6,17,15,0.03,7425
6,17,16,0.02,3437
6,17,17,0.03,5715
6,17,18,0.04,8327
6,17,19,0.07,15482
6,17,20,0.09,20277
6,17,21,0.06,12423
6,17,22,0.03,7547
6,17,23,0.03,6684
6,18,0,0.03,7370
6,18,1,0.01,1802
6,18,2,0.01,3302
6,18,3,0.01,2565
6,18,4,0.01,1169
6,18,5,0.0,489
6,18,6,0.01,3087
6,18,7,0.03,6853
6,18,8,0.08,17405
6,18,9,0.13,29591
6,18,10,0.05,12336
6,18,11,0.08,17798
6,18,12,0.07,15313
6,18,13,0.04,9274
6,18,14,0.04,9729
6,18,15,0.05,10578
6,18,16,0.02,4031
6,18,17,0.03,6819
6,18,18,0.04,8439
6,18,19,0.08,17308
6,18,20,0.07,16155
6,18,21,0.05,10852
6,18,22,0.02,4626
6,18,23,0.05,10882
6,19,0,0.06,14131
6,19,1,0.03,6905
6,19,2,0.02,5135
6,19,3,0.01,1947
6,19,4,0.01,1229
6,19,5,0.0,554
6,19,6,0.01,2366
6,19,7,0.04,8938
6,19,8,0.06,12452
6,19,9,0.09,20906
6,19,10,0.1,21676
6,19,11,0.08,17788
6,19,12,0.04,8726
6,19,13,0.06,13075
6,19,14,0.04,9463
6,19,15,0.02,5115
6,19,16,0.01,2548
6,19,17,0.03,5984
6,19,18,0.04,9195
6,19,19,0.08,17026
6,19,20,0.06,13172
6,19,21,0.02,5155
6,19,22,0.02,5606
6,19,23,0.04,9558
6,20,0,0.05,11988
6,20,1,0.02,5125
6,20,2,0.03,5876
6,20,3,0.0,1081
6,20,4,0.01,1374
6,20,5,0.0,488
6,20,6,0.02,3772
6,20,7,0.04,8444
6,20,8,0.09,21274
6,20,9,0.1,22431
6,20,10,0.07,15012
6,20,11,0.1,22437
6,20,12,0.05,12066
6,20,13,0.05,10922
6,20,14,0.05,10834
6,20,15,0.02,4607
6,20,16,0.02,4756
6,20,17,0.02,5293
6,20,18,0.04,10006
6,20,19,0.07,16856
6,20,20,0.04,9054
6,20,21,0.04,8333
6,20,22,0.04,8306
6,20,23,0.06,12641
6,21,0,0.05,10186
6,21,1,0.03,6586
6,21,2,0.02,3835
6,21,3,0.01,2772
6,21,4,0.0,983
6,21,5,0.0,547
6,21,6,0.02,3994
6,21,7,0.03,6670
6,21,8,0.1,23010
6,21,9,0.07,15333
6,21,10,0.13,29129
6,21,11,0.07,15015
6,21,12,0.05,11665
6,21,13,0.02,5459
6,21,14,0.03,7337
6,21,15,0.02,4595
6,21,16,0.02,3511
6,21,17,0.03,5996
6,21,18,0.06,12826
6,21,19,0.08,17417
6,21,20,0.07,15602
6,21,21,0.03,7514
6,21,22,0.02,4842
6,21,23,0.07,15002
6,22,0,0.04,8446
6,22,1,0.04,8780
6,22,2,0.02,3888
6,22,3,0.01,2071
6,22,4,0.01,1312
6,22,5,0.0,682
6,22,6,0.01,3018
6,22,7,0.03,7475
6,22,8,0.07,16326
6,22,9,0.12,26934
6,22,10,0.11,25308
6,22,11,0.07,16575
6,22,12,0.06,14339
6,22,13,0.06,14587
6,22,14,0.04,9068
6,22,15,0.03,6693
6,22,16,0.01,2568
6,22,17,0.01,2125
6,22,18,0.05,11353
6,22,19,0.07,16165
6,22,20,0.06,12623
6,22,21,0.05,10978
6,22,22,0.03,6115
6,22,23,0.06,13266
6,23,0,0.05,10571
6,23,1,0.02,5050
6,23,2,0.02,5164
6,23,3,0.01,1957
6,23,4,0.01,1171
6,23,5,0.0,456
6,23,6,0.01,2600
6,23,7,0.04,8453
6,23,8,0.07,16610
6,23,9,0.12,27815
6,23,10,0.09,19307
6,23,11,0.04,8956
6,23,12,0.05,11074
6,23,13,0.06,12402
6,23,14,0.03,7663
6,23,15,0.03,5827
6,23,16,0.02,5160
6,23,17,0.02,5104
6,23,18,0.03,6357
6,23,19,0.07,15892
6,23,20,0.06,12734
6,23,21,0.03,7849
6,23,22,0.03,5937
6,23,23,0.05,11620
6,24,0,0.05,10324
6,24,1,0.03,6685
6,24,2,0.03,6016
6,24,3,0.01,1892
6,24,4,0.0,1107
6,24,5,0.0,452
6,24,6,0.01,2448
6,24,7,0.03,7068
6,24,8,0.06,14576
6,24,9,0.12,27068
6,24,10,0.15,32851
6,24,11,0.06,13593
6,24,12,0.05,11125
6,24,13,0.05,10185
6,24,14,0.04,9098
6,24,15,0.03,6618
6,24,16,0.02,5468
6,24,17,0.01,2443
6,24,18,0.02,4173
6,24,19,0.06,14505
6,24,20,0.08,18462
6,24,21,0.03,6298
6,24,22,0.01,1540
6,24,23,0.05,11826
6,25,0,0.05,10979
6,25,1,0.02,4517
6,25,2,0.01,3119
6,25,3,0.01,1568
6,25,4,0.0,1063
6,25,5,0.0,436
6,25,6,0.02,3488
6,25,7,0.01,2371
6,25,8,0.06,13011
6,25,9,0.08,17844
6,25,10,0.09,19370
6,25,11,0.06,14330
6,25,12,0.07,14895
6,25,13,0.02,5538
6,25,14,0.04,8373
6,25,15,0.03,7076
6,25,16,0.03,6061
6,25,17,0.02,5461
6,25,18,0.05,11188
6,25,19,0.04,9091
6,25,20,0.03,5824
6,25,21,0.06,12534
6,25,22,0.03,6200
6,25,23,0.06,13397
6,26,0,0.03,6795
6,26,1,0.03,7016
6,26,2,0.03,6073
6,26,3,0.01,2287
6,26,4,0.0,1106
6,26,5,0.0,519
6,26,6,0.01,1885
6,26,7,0.05,11084
6,26,8,0.06,14029
6,26,9,0.12,27968
6,26,10,0.06,12609
6,26,11,0.05,11675
6,26,12,0.07,16873
6,26,13,0.04,9450
6,26,14,0.05,11286
6,26,15,0.03,6088
6,26,16,0.01,2233
6,26,17,0.03,7594
6,26,18,0.04,8822
6,26,19,0.09,19449
6,26,20,0.06,14579
6,26,21,0.03,6356
6,26,22,0.03,6464
6,26,23,0.07,16030
6,27,0,0.05,11624
6,27,1,0.03,6120
6,27,2,0.02,5252
6,27,3,0.01,2179
6,27,4,0.0,1089
6,27,5,0.0,376
6,27,6,0.01,3286
6,27,7,0.05,10422
6,27,8,0.06,13097
6,27,9,0.15,33681
6,27,10,0.09,20222
6,27,11,0.06,12883
6,27,12,0.07,15515
6,27,13,0.04,9606
6,27,14,0.04,9851
6,27,15,0.03,5756
6,27,16,0.02,4077
6,27,17,0.03,6975
6,27,18,0.05,11101
6,27,19,0.04,8297
6,27,20,0.05,10427
6,27,21,0.06,12753
6,27,22,0.03,6004
6,27,23,0.04,8993
6,28,0,0.03,6834
6,28,1,0.02,4533
6,28,2,0.01,2047
6,28,3,0.01,2017
6,28,4,0.0,880
6,28,5,0.0,392
6,28,6,0.01,3052
6,28,7,0.04,9032
6,28,8,0.11,25222
6,28,9,0.07,15449
6,28,10,0.12,26695
6,28,11,0.09,20585
6,28,12,0.04,9999
6,28,13,0.05,10874
6,28,14,0.03,7332
6,28,15,0.03,6497
6,28,16,0.03,5701
6,28,17,0.03,7149
6,28,18,0.05,11664
6,28,19,0.07,14776
6,28,20,0.04,9113
6,28,21,0.04,9809
6,28,22,0.04,8082
6,28,23,0.03,6397
6,29,0,0.03,7619
6,29,1,0.03,6405
6,29,2,0.01,3120
6,29,3,0.01,1660
6,29,4,0.0,925
6,29,5,0.0,341
6,29,6,0.01,2348
6,29,7,0.04,9735
6,29,8,0.05,11146
6,29,9,0.07,14915
6,29,10,0.08,17437
